,A1S1,A2S9,A3S17,A4S25,A5S33,A6S41,B1S2,B2S10,B3S18,B4S26,B5S34,B6S42,C1S3,C2S11,C4S27,C5S35,C6S43,D1S4,D2S12,D3S20,D4S28,D5S36,D6S44,E1S5,E2S13,E3S21,E4S29,E5S37,E6S45,F1S6,F2S14,F3S22,F4S30,F5S38,F6S46,G1S7,G2S15,G3S23,G4S31,G5S39,G6S47,H1S8,H2S16,H3S24,H4S32,H5S40,H6S48,A7S49,A8S57,A10S73,A11S81,A12S89,B7S50,B8S58,B9S66,B10S74,B11S82,B12S90,C8S59,C9S67,C10S75,C11S83,C12S91,D7S52,D8S60,D10S76,D11S84,D12S92,E7S53,E9S69,E11S85,E12S93,F7S54,F8S62,F9S70,F10S78,F11S86,F12S94,G7S55,G9S71,G10S79,G11S87,G12S95,H7S56,H8S64,H9S72,H11S88,A10_tophat,A11_tophat,A12_tophat,A1_tophat,A2_tophat,A3_tophat,A4_tophat,A5_tophat,A6_tophat,A7_tophat,A8_tophat,A9_tophat,B10_tophat,B11_tophat,B12_tophat,B1_tophat,B2_tophat,B3_tophat,B4_tophat,B5_tophat,B6_tophat,B7_tophat,B8_tophat,B9_tophat,C10_tophat,C11_tophat,C12_tophat,C1_tophat,C2_tophat,C3_tophat,C4_tophat,C5_tophat,C6_tophat,C7_tophat,C8_tophat,C9_tophat,D10_tophat,D11_tophat,D12_tophat,D1_tophat,D2_tophat,D3_tophat,D4_tophat,D5_tophat,D6_tophat,D7_tophat,D8_tophat,D9_tophat,E10_tophat,E11_tophat,E12_tophat,E1_tophat,E2_tophat,E3_tophat,E4_tophat,E5_tophat,E6_tophat,E7_tophat,E8_tophat,E9_tophat,F10_tophat,F11_tophat,F12_tophat,F1_tophat,F2_tophat,F3_tophat,F4_tophat,F5_tophat,F6_tophat,F7_tophat,F8_tophat,F9_tophat,G10_tophat,G11_tophat,G12_tophat,G1_tophat,G2_tophat,G3_tophat,G4_tophat,G5_tophat,G6_tophat,G7_tophat,G8_tophat,G9_tophat,H10_tophat,H11_tophat,H12_tophat,H1_tophat,H2_tophat,H3_tophat,H4_tophat,H5_tophat,H6_tophat,H7_tophat,H8_tophat,H9_tophat
NDUFAB1,94.74944743,122.5494025,149.1242094,117.9573677,96.50207942,129.7069868,48.40188589,91.54429116,131.547442,23.22270319,37.02818432,107.4074808,68.97971929,56.40435268,41.11979827,129.1241379,64.53988755,37.54777579,45.10801702,73.02043208,44.74083043,38.42350904,200.5813612,77.28990671,106.5662166,184.9993613,118.1511705,126.5857745,1.50341335,28.95270394,110.4722092,113.868782,85.53532415,163.7653141,117.009457,161.8639643,45.12159729,16.95094021,142.164083,189.6278595,226.3588821,99.19274113,127.1714822,50.12860903,107.5483521,127.0194036,201.4264014,94.83590679,63.5593418,31.98143106,51.44683868,297.8471893,10.09248995,54.06155961,88.8237423,27.35898268,43.1159647,30.32325331,88.12171971,15.73429717,84.96382968,6.621327967,167.4931639,78.61061709,43.39178072,99.13989571,0,16.71103136,61.14755619,39.86105575,67.09865626,28.88425885,44.55505268,63.1586384,116.8357809,0,67.20664481,38.31294168,88.09528031,29.76114166,199.7185324,97.03093267,79.85386311,231.4707652,14.02992506,43.02292579,383.6704148,7.807354922,5.857980995,7.451211112,6.539158811,6.339850003,6.426264755,5.930737338,6.988684687,7.06608919,5.614709844,3,6.87036472,5.285402219,7.266786541,7.159871337,5.977279923,6.882643049,6.491853096,5.523561956,6.988684687,7.076815597,7.383704292,6.108524457,7.366322214,6.988684687,6.64385619,5.321928095,8.581200582,7.366322214,7.087462841,6.554588852,7.672425342,6.247927513,5.727920455,7.238404739,7.087462841,5.781359714,4.459431619,4.247927513,7.584962501,8.060695932,6.189824559,5.209453366,6.918863237,0,7.693486957,6.321928095,6.906890596,8.383704292,5.357552005,6.794415866,7.033423002,7.686500527,5.491853096,6.64385619,4.321928095,7.199672345,5.357552005,5.044394119,6.14974712,0,7.06608919,6.285402219,6.658211483,6.321928095,8.942514505,6.087462841,4.700439718,5.857980995,6.459431619,7.787902559,5.930737338,7.864186145,6.918863237,6.599912842,7.577428828,7.159871337,4.906890596,8.566054038,8.357552005,0,5.977279923,8.204571144,6.392317423,7.442943496,5.554588852,8.727920455,8.184875343,6.977279923,6.882643049,6.87036472,7.721099189,7.592457037,8.430452552,7.303780748,6.965784285
SLC25A13,2.060283801,0,0,30.94955156,0,6.250091974,0,65.43447387,1.040955055,7.283768705,4.40524918,0,10.52086968,27.75582218,11.28502182,7.508354123,4.707206005,10.68745316,0.53297513,6.89590324,14.88489699,14.08516773,25.74795401,24.99943074,17.56374885,0,1.643699442,0.783620781,0.432248223,73.46614778,0.333167841,5.124295357,1.331030137,19.28876381,8.488984964,0.909531745,12.06485836,2.707547603,18.9341731,27.13944988,12.08929799,0,12.07592897,11.563548,2.333687479,14.57835082,3.261275829,0,24.89626287,164.1537286,48.34847936,0,4.608589038,10.06224517,1.558995038,12.1267728,57.29696305,3.202631957,8.790035302,33.20136638,0.981484363,4.199351811,8.629755362,0,1.350454175,0,0,11.47767752,3.845758251,0,49.04254507,0,3.695214819,2.169416294,13.20193855,0,57.65465501,0,0.238947005,10.20217448,8.892682468,5.835697951,9.773037811,82.52633262,0,137.8731787,0,6.882643049,6.14974712,6.832890014,0,3.906890596,1,8.813781191,1.584962501,4.087462841,1.584962501,5.357552005,0,0,4.64385619,3,4.321928095,4.169925001,6.845490051,5.247927513,6.087462841,7.539158811,0,5.087462841,5.129283017,6.266786541,6.820178962,6.977279923,8.357552005,8.550746785,3.321928095,6.459431619,7.459431619,7.807354922,8.430452552,5.392317423,6.686500527,3.700439718,6.807354922,5.700439718,5.392317423,6.781359714,6.50779464,6.129283017,6.247927513,0,3.459431619,1,5.807354922,3.700439718,3.169925001,6.554588852,5.906890596,5.727920455,0,0,6.303780748,6.87036472,6.357552005,0,3,0,4.857980995,5.781359714,3.459431619,6.714245518,6.894817763,7.303780748,3.584962501,4.857980995,4.459431619,1.584962501,4.754887502,5.523561956,7.807354922,5,5.087462841,5.882643049,6.95419631,6.022367813,2.807354922,0,8.118941073,4.392317423,5.614709844,2.321928095,2.584962501,7.266786541,3.700439718,6.108524457,7.276124405,4.754887502,6.266786541,5.247927513,5.614709844,0,5.129283017
HCCS,0,0,0,2.826130013,0,4.468748844,0,0,0,0,0,5.661405678,0.576422159,41.62271455,0,0,0,3.602013609,13.97262209,21.18287593,0,0,9.689216549,0,0.93021425,0,19.58712504,0,0,0,0,0,0,0,3.746625531,0.361280811,0,0.860385577,0.955042754,44.84576163,29.7728086,15.53584688,7.994592522,1.597645026,63.03454788,11.93247143,2.355330607,1.465802684,2.397382006,0,0,0.378649893,1.220404378,0,5.307927432,0.520751514,0.343536395,0,0,1.925273438,0.519815416,28.29014292,0,0,0,0,0,0,36.66234632,0,10.89430639,0,0,0.765979962,45.09861362,0,2.240351144,104.3387639,4.555854664,1.045798642,0,1.130748389,1.109145619,0,0.873968468,9.977973895,0,2,1,6.129283017,0,0,0,1.584962501,6.14974712,5.832890014,0,0,4.321928095,0,4.169925001,0,0,1,0,1,1,2,0,1,6.339850003,0,5.426264755,5.672425342,6.64385619,0,4.700439718,0,0,0,3,5.554588852,1,2,4.087462841,2.807354922,4.523561956,0,1,0,4.169925001,2.807354922,0,0,7.129283017,0,0,6.303780748,0,1.584962501,0,5.459431619,0,5.044394119,2.807354922,0,0,0,0,2.321928095,2.321928095,0,4.906890596,0,2,8.459431619,4.857980995,5.129283017,2,1,6.044394119,0,0,3.700439718,5.357552005,5.169925001,1,0,0,1,0,0,2.807354922,3.807354922,5,1,0,7.199672345,4.754887502,6.339850003,8.022367813,0,5.554588852
CIAPIN1,7.260998292,0,7.248327992,15.42089238,0,0,0,4.251447401,0,0,7.859678869,0,0,17.14580874,1.363593404,48.62295868,26.18251016,3.766548042,25.35770817,0,2.331484874,36.79196078,30.56598421,53.59706649,37.13964561,0,2.027494751,5.799553062,0,0,0,2.25742564,44.83170471,0,0.498624715,26.92566476,0.822964442,0,0,0,2.236812972,3.230639291,9.043754635,0,28.06626638,27.55732197,0,3.901566563,13.55999982,7.41082173,17.15602163,94.73908812,0,24.90994752,0,0,26.28900271,14.10867835,0.820018213,115.8148813,0,1.243170892,0,0,2.039728449,89.32043466,0,0,61.57158693,1.298247144,14.00734875,76.27836953,40.89202576,1.019414769,2.791632488,0.688755341,40.74855452,0,4.547415492,0,0,0.902923051,0,57.86919051,0,263.4738047,0,5.64385619,3.807354922,5.95419631,3.700439718,6.781359714,6.768184325,2.321928095,7.087462841,2.321928095,5.64385619,0,3,0,0,4.700439718,2.807354922,6.988684687,2.807354922,3,6.266786541,6.64385619,0,2,0,6.599912842,7.285402219,6.554588852,4.906890596,3.906890596,8.13442632,0,1,5.906890596,6.285402219,0,6.584962501,4.857980995,4,6.64385619,1.584962501,8.262094845,7.442943496,7.491853096,6.64385619,1,6.672425342,0,0,2,0,7.77478706,3,6.06608919,4.700439718,1.584962501,6.189824559,0,0,0,0,0,0,6.14974712,7.312882955,0,6.523561956,6.392317423,2.321928095,3.584962501,5.169925001,3.321928095,0,6.475733431,5.426264755,7.781359714,6.942514505,7.622051819,8.388017285,3.169925001,0,0,1,6.022367813,5.727920455,0,2.584962501,4.754887502,5.129283017,5.087462841,6.442943496,4.64385619,3.459431619,5.700439718,4.087462841,2.321928095,0
PRKAR2B,0.885091814,0,54.69578807,0,2.539034241,0,9.326162358,0,0,0,62.45190565,44.00848077,0,0,0,0,0,8.069554408,6.639971542,0,0,5.220424264,0,0,0,0,0,0,0,0,1.431279169,0,33.49152949,20.14231583,0,0,0,0,27.37177306,0.932722177,0,0,0,0,0,0.379564624,0,0,0,0,0,0,0,3.162959047,0,0.281601386,0,0,0,0,0,0,0,71.65618084,0,0,0,0,0,0,0,0,18.83777954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.700439718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.754887502,0,0,0,0,0,0,0,0,0,0,5.754887502,0,1,0,4,0,0,0,0,7.826548487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.607330314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.523561956,0,0,0,0,0,0,5.857980995,0,0,0,0,0,0,0,0,0,0
CREBBP,8.552154895,0.655531135,3.205370821,0.085192533,0.058974255,0.149676228,2.599429968,2.888909553,0.560894159,0.327057294,0,0.426651893,0.260640151,1.493690114,8.107558282,3.22157601,8.675111326,0,0.893452371,4.403787076,8.449450474,10.18542111,3.678012555,2.993412344,0.07010232,0.872084095,4.985987333,18.45326113,0,0.486778298,0,2.761106086,0,0.071065278,0.112940493,6.697757246,0,4.214595304,11.0839086,7.799175758,0.072378156,0.365876364,4.458383817,0.361202666,0.13971696,6.030255789,11.64407827,0.22093011,0.120446832,1.299546411,0.277564826,0,0.551828858,0.176318838,1.920063602,0,9.113072358,0,1.362074318,5.861694568,0.783481149,8.326816963,2.908604945,0,0.046200666,0.308406035,0,0,0.855192175,0,1.586360275,0.062148762,0,0,0,0,0.712863833,0,0,0.315251721,0,0,5.126660251,11.68138735,0.922089763,0,0,1,1.584962501,2.807354922,1,6.129283017,3.321928095,0,0,0,2,0,0,8.405141463,4,3.906890596,6.209453366,0,3.459431619,4.169925001,3.807354922,8.103287808,0,5.357552005,1,4.807354922,0,2.807354922,3.807354922,1,7.312882955,0,3.459431619,2,4.584962501,0,6.781359714,3.169925001,2.807354922,0,6.686500527,6.06608919,3,0,5.491853096,6.686500527,7.977279923,3.459431619,5.807354922,5.129283017,1.584962501,4.64385619,1,0,0,6.584962501,1,4.700439718,6.022367813,2.584962501,6.918863237,0,0,0,7.169925001,0,4.321928095,1,0,4.169925001,4.321928095,0,0,2.584962501,6.807354922,6.845490051,0,2,0,0,0,0,7.087462841,0,1,4.95419631,4.700439718,6.62935662,1.584962501,6.554588852,2.807354922,5.754887502,1.584962501,3.906890596,0,4.906890596,7.14974712
PON1,0,0,0,0,0,0,0,0,0,0,0.360687554,0,0,0,0,0,0,0,0,0,0,0,5.029993865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57872883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95419631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROT,7.675891647,0,10.21666316,0.265073853,0,0,0,0,0,0,0,1.65939223,27.57310016,0,0,0,0,0,0,0,0,0,0.50488319,0,0,0.246678355,0,0,0,0,0,0,1.275158416,0,0,0,0,0,0,0,0,1.366095192,0,0,0,0,0,0,0.374766485,3.032622965,0,0,0,0,0,0,0,0,0,0,5.606886302,0,0,0,0,0,0,0,0,45.59514023,0,0,0,0,0,0.485407209,0,0,0,0,0,0,0,0,0,0,0,8.499845887,2.321928095,6.599912842,2.807354922,0,1,6.442943496,0,0,0,0,0,0,0,2.321928095,0,0,0,3,0,0,0,0,0,0,5,2.321928095,0,0,0,0,0,0,0,0,0,3.459431619,5.781359714,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.807354922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.321928095,0,3.584962501,9.761551232,0,3.700439718,1.584962501,1,0,0,0,6.700439718,4,1.584962501,0,0,0,1.584962501,0,1.584962501,4.169925001,1,0,0
KMT2E,29.25747328,26.48823654,5.510645201,6.433877393,22.96197203,20.47241967,14.42985483,20.86253541,6.798459306,0.457405446,2.10246733,29.71532682,47.09570737,16.29418342,22.15927912,8.55002879,19.65886447,6.89860554,2.142062325,31.04090255,18.50093612,7.54789619,5.264910897,34.74738521,23.64760617,11.57560426,15.85472845,19.10650432,11.11829899,12.8376222,11.64950537,11.67043326,8.559197151,33.27517901,3.032692663,17.45486105,14.70325692,34.93061982,22.34614851,11.0529582,10.32488387,28.49122174,5.864519907,3.63714768,0.468962222,9.587676583,0,13.71877618,33.55538365,22.71848142,3.194231322,2.011385279,6.997284768,8.38407438,3.043342063,2.63450284,13.64302078,8.902849624,6.026495747,3.116811424,33.66101862,15.32474538,2.826067689,4.905179877,1.860879332,40.78569087,0,0,14.24192891,7.073578768,43.39117608,0.625809963,11.38600659,41.85133286,21.22378594,0,2.392738923,0.85137742,2.688962716,0,0.204230168,9.438827547,19.91980353,31.11625792,6.853234489,20.07686345,0.155014474,5.882643049,5.523561956,2.807354922,8.707359132,8.214319121,6.189824559,6.794415866,6.584962501,7.658211483,7.577428828,5.357552005,7.400879436,10.49585503,4.584962501,7.392317423,7.022367813,8.326429487,3.700439718,6.321928095,8.243173983,7.960001932,7.64385619,5.882643049,7.562242424,7.794415866,8.299208018,5.64385619,5.727920455,7.754887502,8.392317423,6.906890596,7.888743249,7.17990909,8.434628228,6.727920455,5.426264755,5.584962501,4.700439718,5.832890014,6.554588852,6.882643049,7.95419631,3.807354922,7.50779464,7.21916852,7.888743249,7.686500527,8.164906927,8.233619677,4.95419631,6.754887502,6.727920455,8.787902559,7.400879436,6.14974712,6.768184325,8.74819285,6.832890014,8.388017285,8.392317423,8.948367232,6.339850003,7.523561956,5.321928095,6.64385619,7.761551232,7.199672345,6.14974712,8.005624549,8.033423002,4.64385619,6.50779464,7.761551232,8.417852515,6.614709844,4.321928095,9.052568051,7.77478706,7.826548487,7.199672345,0,7.129283017,7.592457037,6.209453366,6.209453366,5.64385619,8.049848549,7.46760555,6.129283017,8.238404739,8.285402219,6.781359714,7.851749041,7.129283017,2,6.820178962
ZNF195,0,0,0,0,0,0,0,1.90045433,3.55144545,4.289612207,0,0,10.13761901,0,0,0,0,0,24.59116815,0,0,0,1.761298584,0,12.36497354,0,0,0.509236836,0,0,0,0,3.089183624,0,0,0,3.034978693,0,0,0.705464068,0.392812187,0.595707476,0,6.207700263,0,0.574167121,3.853352227,0,0,1.02855149,0,0,0,2.392302884,0,0,0,0,0,0,0,0,3.530998298,0,0,0,0,0,0,133.3921842,0,66.61576602,0,0.156644177,0,0.423339025,0,0,0,0,0,0.092495971,0,0,0,0,0,6.95419631,5.169925001,0,3.321928095,0,1,7.483815777,0,0,1,0,0,0,7.312882955,6.820178962,0,0,0,0,0,8.903881846,0,0,0,0,4.459431619,0,5.247927513,0,8.751544059,2.321928095,0,2.321928095,1,0,6.965784285,0,1,0,0,0,2.321928095,7.50779464,5.357552005,8.312882955,7.46760555,3.700439718,0,6.06608919,7.700439718,5.392317423,0,0,0,0,1,3.169925001,1,1,3.459431619,0,0,0,0,0,2.807354922,1,3.807354922,0,5.857980995,0,3.906890596,6.882643049,0,5.087462841,0,0,5.554588852,2,0,0,1,4.857980995,3.321928095,0,1.584962501,7.442943496,0,0,1,3.807354922,0,3.807354922,0,0,5.357552005
PDK2,0.929715125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741728994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592363201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096343641,0,0,0,0,0,0,2.321928095,0,0,0,0,0,0,0,2.807354922,0,0,0,0,0,0,0,0,5.491853096,0,0,0,0,0,0,0,1,3.459431619,0,0,0,0,0,6.539158811,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.584962501,4.321928095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.392317423,0,0,0,0,1,1.584962501,0,5.044394119,0
GDE1,26.54046146,0,41.13998273,2.09207858,6.827391778,3.938152382,0,1.535565807,49.62981875,4.589467034,0.231310497,44.15441311,60.04332229,139.1244485,6.230272465,58.87438303,4.642415185,21.22265588,117.0909912,7.338348722,71.55753935,22.73855004,6.072013055,91.88677768,43.28361054,4.728169377,35.67366259,7.461196057,37.22219042,0.243956049,0.559806472,52.37820469,10.22385467,3.988924957,36.84775667,102.9654401,37.27436298,0,4.544887564,27.36069539,67.79492701,51.08528852,0,8.025308152,24.26234359,0,109.5954106,9.300677357,42.88840043,7.788302883,53.6947862,10.41115716,3.871799215,88.45312385,30.12433121,59.20069723,55.58428209,37.66863765,0,37.66621347,1.099428438,25.68375298,1.879652667,115.2575956,8.428106221,94.56114551,0,23.99463708,151.161116,7.565072692,173.6926103,119.6969966,315.8259494,0,107.5856346,0,74.6301755,0,38.14169916,0,123.3779143,32.76456121,15.44373087,27.63773136,0,3.837050238,0,5.129283017,4.169925001,6.303780748,2.321928095,6.087462841,7.022367813,1,4.321928095,5.977279923,7.06608919,4.700439718,8.169925001,0,5.459431619,2,0,0,7.400879436,7.87036472,3.321928095,5.169925001,8.942514505,7.906890596,0,0,5.727920455,1,5.64385619,7.303780748,6.108524457,1,7.011227255,7.087462841,8.54689446,5.807354922,8.584962501,5.700439718,1.584962501,0,8.076815597,6.357552005,0,7.714245518,7.076815597,4.906890596,8.696967526,6.64385619,7.672425342,6.569855608,1.584962501,7.665335917,6.807354922,8.303780748,8.933690655,0,6.209453366,5.614709844,5.584962501,3.321928095,0,5.727920455,6.539158811,7.50779464,7.339850003,7.46760555,6.022367813,7.266786541,8.392317423,6.409390936,5.64385619,8.842350343,2,7.894817763,4.64385619,7.64385619,8.622051819,4.523561956,4.584962501,8.703903573,0,0,10.26795708,8.654636029,6.475733431,7.17990909,6,8.430452552,7.033423002,0,6.569855608,4.95419631,8.491853096,7.820178962,9.250298418,5.285402219,8.558420713
AGK,0,0,0,0,0,23.37555401,1.18287792,2.692951332,0,32.37512532,0,13.37687604,0.411164119,1.060344307,0,24.81950468,14.49696034,0,0.453032931,0,17.80690713,12.20725505,7.807271406,0,20.56928624,0,18.62876105,0,0.12247143,0,0,10.1632771,0.107751027,0,0,0,27.56780039,0,0,0,0,0,15.68207644,2.279212547,0,1.001350266,0,0,0,0,0,0,0,0,0,0,6.493714157,0,3.955551425,14.00770963,28.73593925,0,0,0,0,0.145954675,0,0,0,0,0,3.088281838,8.655092029,0,44.01419169,0,0.976586717,0,0,0,29.22754565,0,0,7.231753916,240.0109374,0,0,5.392317423,4.95419631,6.87036472,1,0,6.409390936,1,0,7.357552005,7.17990909,4.906890596,0,0,6.409390936,0,0,0,7.266786541,0,7.768184325,4.64385619,0,0,7.882643049,7.651051691,1,7.159871337,3.321928095,7.882643049,0,2.321928095,2.584962501,8.45532722,0,0,1,6.022367813,5.832890014,6.108524457,0,8.266786541,8.271463028,8.577428828,5.754887502,0,1.584962501,1,0,5.64385619,7.665335917,1.584962501,1,7.832890014,0,7.06608919,0,7.562242424,6.357552005,3.321928095,6.303780748,1.584962501,5.209453366,1,3.807354922,6.794415866,7.417852515,5.700439718,0,9.283088353,5.672425342,1,0,6.918863237,2.584962501,0,0,3.169925001,0,9.552669098,5.882643049,0,0,8.016808288,0,6.714245518,2.321928095,8.290018847,7.129283017,0,7.055282436,8.076815597,0,2.321928095,1,0,0
ALDH3B1,0.192264134,0,1.462313422,0,1.654625694,0,0,0,0.728558567,0.127446715,0,7.980309241,3.046964403,3.143106328,19.49757468,0,0,0.54400641,4.177894394,0,7.871268516,0,0,0,0.327807165,0.18536244,4.141497461,3.071329866,0,0,0,0.478195386,0,0,0.264061896,1.145837042,0,0,0,0,0,0,0,1.126019057,3.266669389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.76872813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19334487,0,0,0,0,0,5.357552005,0,0,0,3.169925001,1,0,0,0,6.339850003,1,5.491853096,1,3.807354922,0,0,0,0,0,3.700439718,0,4.807354922,0,5.584962501,3,2.807354922,3.459431619,0,0,0,0,0,0,0,0,2,5.247927513,3,2.321928095,7.055282436,0,0,0,5,0,5.857980995,0,0,5.930737338,0,0,1,0,0,0,0,0,8.531381461,4.321928095,0,2.807354922,4.754887502,0,0,0,6.129283017,0,0,0,3.700439718,4.169925001,7.21916852,2.807354922,1,0,0,0,0,0,1,0,6.321928095,4.247927513,7.727920455,2.807354922,0,3.321928095,0,0,0,0,1,4.087462841,5,2.321928095,5.807354922
GGCT,74.98469764,0,65.98059798,0,0,55.17457523,98.92533222,129.0821425,53.20147248,259.6310643,3.837697509,113.817474,75.85166988,36.22455738,74.15467691,60.32267494,107.451579,88.02684568,58.19340853,58.20568381,3.201776934,60.95150672,54.04357768,196.8142062,25.16150913,0,7.000560865,0,48.19960144,6.071251864,4.643904911,232.1334675,185.0856997,5.515057173,33.96361792,34.3352505,0.904127184,7.547903525,41.89151217,52.11952628,51.95672932,59.62744614,9.351220307,106.2854112,114.5271378,4.105097175,88.16045232,0,92.88917037,111.8826458,10.38562711,11.07260489,92.1926225,78.67905192,3.621710452,116.4941028,41.69008833,156.2411119,109.9086277,96.83510559,85.88346681,0,51.97586835,0,134.0053057,26.92575873,0,4.34062829,45.30866718,0,74.24414943,11.45483027,82.41000062,25.75889409,0,0,0.363961589,1.968457097,19.42847122,0,0.590246926,73.40589133,38.9208018,0,0,0,0,7.864186145,4.392317423,7.6794801,5.357552005,0,8.06608919,7.622051819,7.129283017,6.727920455,7.761551232,5.727920455,4.321928095,0,7.714245518,7.707359132,3.700439718,0,7.383704292,7.339850003,8.434628228,7.076815597,4.64385619,6.95419631,8.113742166,7.665335917,7.768184325,6.781359714,7.900866808,5.930737338,6.64385619,4.247927513,5.700439718,9.21916852,7.257387843,7.942514505,7.21916852,5.321928095,7.044394119,8.294620749,7.366322214,9.257387843,3.459431619,7.8008999,7.499845887,0,7.607330314,9.071462363,9.036173613,7.554588852,2.584962501,8.503825738,8.727920455,8.668884984,0,1,1.584962501,6.491853096,6.044394119,7.442943496,6.392317423,7.159871337,8.960001932,9.405141463,4.906890596,8.124121312,7.912889336,8.400879436,5.672425342,10.02097994,7.820178962,8.531381461,8.87958325,7.459431619,7.672425342,9.805743872,9.22881869,7.592457037,8.527477006,9.027905997,5.781359714,1,10.78708632,8.330916878,7.285402219,4.906890596,6.189824559,7.434628228,6.539158811,7.845490051,7.483815777,5,8.794415866,7.658211483,7.754887502,8.312882955,7.21916852
COX10,4.81945328,0,0,0,0,0,0,2.137786445,0.913132862,0,0,0,0.424320852,4.012337954,7.542322278,96.96614066,0,85.98582703,27.11670598,0,1.934390074,0,69.47592743,0,0.684757337,0,0,1.527549968,0,15.96266266,0,0,10.45269883,7.288716599,31.99278031,23.40352491,1.365596892,16.78389298,1.40606862,0,0,0.714773851,0,0,2.047126548,1.033392211,3.467652564,0,1.176521014,0,1.355622408,4.738495432,0,0.574092357,0,0,0,0,13.90945984,0,2.295906044,0,136.8221897,0,0,112.3662806,0,29.65854896,0,0,0,8.195407618,12.10147905,0,0,0,23.08861251,0,0,230.952695,2.377362778,145.9987955,0,0,0,0,0,8.071462363,3,0,0,0,0,0,0,0,0,1,4.523561956,9.01402047,7.622051819,0,4.459431619,0,1,1,0,0,1,0,6.741466986,7.108524457,3.459431619,6.14974712,7.515699838,0,1.584962501,0,0,3.807354922,0,8.124121312,2.584962501,0,3.906890596,4.087462841,0,5.087462841,0,0,2,0,8.693486957,8.927777962,2.321928095,6.714245518,0,2.321928095,1,6.321928095,0,1,0,7.577428828,7.139551352,0,0,0,5.459431619,0,4.392317423,0,5.087462841,0,5.554588852,4.906890596,3.906890596,4.857980995,6.459431619,6.754887502,4.247927513,6.686500527,0,0,0,0,0,0,0,2.321928095,0,7,0,4.087462841,4.087462841,0,0,2.321928095,4.95419631,7.129283017,8.794415866,4.247927513,2.321928095
ARSD,0,0,0,0,0,0,0,0.385835482,0,0,0,0,0,0.493746385,4.594272043,0,0,7.178408344,4.500341923,0,0,0,0,0,0,0,0,0,0.114056963,0,1.05495251,0,0,0,0,0,0.821559666,0,0,0,0.318999257,0,0,0,0,0.466275974,0,0,0,0,0,0,0,0.129517849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.560085005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584962501,0,0,0,0,0,5.584962501,1,0,7.14974712,0,2.584962501,0,1,0,0,0,0,1,1,0,6.321928095,0,1.584962501,0,0,0,2.584962501,0,0,0,5.491853096,1,0,4.906890596,0,0,0,0,0,0,0,0,6.247927513,0,2,0,0,4.906890596,0,0,0,0,0,0,4.523561956,0,0,1,0,5.209453366,0,0,0,0,0,0,0,5.209453366,5.321928095,0,0,0,0,0,0,0,0,0,0,0,0,5.169925001,3.169925001,4.906890596,0,0,5.614709844,0,1.584962501,1,3.807354922,0,0
